Gene.symbol	Gene.ID	adj.P.Val	logFC
NBPF25P///NBPF19///NBPF20///NBPF10///NBPF8///NBPF9///NBPF15///NBPF11///NBPF12///NBPF3///NBPF1///NBPF14	101929780///101060226///100288142///100132406///728841///400818///284565///200030///149013///84224///55672///25832	0.264731049015446	-0.297332547905892
CIZ1	25792	0.264731049015446	0.23490607497279
RABL2A///RABL2B	11159///11158	0.264731049015446	0.608852013403631
PHIP	55023	0.26483263023705	0.178559190301586
TSPAN16	26526	0.264833030930849	-0.201749738800452
		0.264855951028195	-0.158469126522673
MIR154	406946	0.264855951028195	0.119721322183675
TCF12	6938	0.264855951028195	0.474492869506802
		0.264855951028195	0.138172897413832
SLC26A6	65010	0.264975769832899	0.225779980068031
		0.264975769832899	-0.184767657090699
C2CD2	25966	0.265095956129274	0.300253725024946
		0.265095956129274	-0.183150821210883
VTI1B	10490	0.265123436321187	-0.332860755424034
VPS52	6293	0.265123436321187	0.446968844578234
CUTC	51076	0.265223879059868	-0.265894314653059
		0.265290809596536	0.586009036654199
MRPL38	64978	0.265348920661051	0.263546961936509
		0.265566100019772	-0.146880416353741
ADAMTSL4	54507	0.265566100019772	0.41931469795465
ARHGAP26	23092	0.265566100019772	-0.751253737928571
		0.265602872912186	0.139095175600908
SMG1P3///SMG1P1///SMG1P5///SMG1	100271836///641298///595101///23049	0.265827331515672	0.239439963261903
		0.265827409403687	0.099088791222222
AADACL3	126767	0.265836291774983	-0.203743479287981
CCDC172	374355	0.265881097743298	-0.0925825244183685
OR51Q1	390061	0.265881097743298	0.170239655867347
C8orf82	414919	0.265982716708652	-0.178947972657594
		0.266002193890476	0.484887857721095
		0.266007579477327	0.166684215302721
		0.266203433853715	-0.259967875193878
		0.266203433853715	-0.18218019560204
NCAM2	4685	0.266217763050791	0.161199646563493
OR51A2	401667	0.266217763050791	0.126056152620182
		0.266248209601867	-0.167144767314059
MYOC	4653	0.266303486269463	-0.14058131171315
		0.266371694142672	-0.529669504004536
IGK///IGKC	50802///3514	0.266477268718391	-0.437494203002268
		0.266481044296163	0.281684575912701
DISP1	84976	0.266498289240376	-0.424053258133788
NCOR2	9612	0.266498289240376	0.166342693009073
		0.266498289240376	-0.13741346306576
CCDC157	550631	0.266535744709977	-0.199384885801584
MIR128-1	406915	0.266587699940347	-0.238607164213151
		0.266667210961832	-0.134850270591837
		0.266667210961832	-0.0860914210997721
		0.266719520136688	-0.203550787836734
SETD7	80854	0.266804001561536	0.42685489677551
		0.267098251529276	-0.296638819518141
ZCCHC3	85364	0.267098251529276	-0.203127877749433
		0.267221851782164	0.235354250171203
		0.267342041659279	-0.350040128800452
ELL2	22936	0.267342041659279	0.621067599175738
TCF23	150921	0.267382787441763	-0.193477696213149
		0.267483176272582	0.335583069909299
RPL27A	6157	0.267483176272582	0.419105623746038
HNRNPA1	3178	0.267483176272582	0.403699010252837
BCAP31	10134	0.267483176272582	0.183428503768706
LOC100505502///LOC646700///LOC392364	100505502///646700///392364	0.267483176272582	-0.341611513484128
		0.267512960631974	-0.133298871487527
		0.267577412483807	-0.367863271563492
SNORD6///TAF1D	692075///79101	0.267633536747927	-0.364114840558953
		0.267761138102469	-0.441222280712019
LINC00314	246705	0.267772342619398	-0.126721239337868
		0.267863706772229	-0.540995266340135
BOLA2-SMG1P6///SMG1P3///SMG1P1///SMG1P5///BOLA2///SMG1P2///SMG1	107282092///100271836///641298///595101///552900///440354///23049	0.267863706772229	0.435594851129256
		0.267863706772229	0.114363778253967
SCARF2	91179	0.267863706772229	-0.18379520901474
ZDHHC21	340481	0.267867458710241	0.664295337665533
LHFPL1	340596	0.267867458710241	-0.163073282577098
METTL16	79066	0.267867458710241	0.524099168970525
		0.267913604324378	-0.434695893069158
		0.267922815385971	0.195807298979592
		0.267955370553107	0.362933337708616
		0.267959568109972	-0.303465168448977
OR4C12	283093	0.267959568109972	-0.117471241461451
MYH2	4620	0.268016002312613	-0.113828116548752
FBXW5	54461	0.268042159576105	-0.140425851793649
RPL17	6139	0.268077980274946	0.466445441952381
		0.268077980274946	-0.351592897645124
ARID1A	8289	0.268077980274946	-0.25875268058163
		0.268077980274946	-0.278122642247163
		0.268077980274946	-0.102926101769841
EDEM2	55741	0.268088002670519	-0.233135547729027
SKP2	6502	0.268116142278347	0.286144147316331
NRXN1	9378	0.268280387858558	-0.189324287608842
LRRC61	65999	0.268280387858558	-0.166914380816324
		0.268314082284499	-0.25934659547052
OR10G7	390265	0.268353842084953	0.287904121598641
		0.268369625172269	-0.152112738708617
LOC646743///TISP43	646743///150527	0.268533197624567	0.201058400622451
MTSS1	9788	0.268533197624567	-0.693684561455783
PITPNM3	83394	0.268562647605111	-0.150896814514739
GGNBP1	449520	0.268702856361874	-0.164719273427437
PTCH2	8643	0.268702856361874	-0.156596832010203
KRTAP4-7///KRTAP4-9///KRTAP4-8///KRTAP4-11///KRTAP4-2///KRTAP4-5///KRTAP4-4///KRTAP4-12///KRTAP4-6///KRTAP4-7	100132476///100132386///728224///653240///85291///85289///84616///83755///81871///100132476	0.268704324449877	-0.183085706668933
NICN1	84276	0.268720173029896	-0.237562626675735
		0.268775531645834	0.105505514539684
		0.26880891360289	0.253994514705218
SPSB2	84727	0.26885684651568	-0.209132852379817
IRAK1BP1	134728	0.26886061416569	0.437940308439909
SRPRB	58477	0.268866557268617	0.468620989431977
ADAD1	132612	0.268868723587524	-0.112199277798187
		0.268868723587524	0.125545865514739
CTRC	11330	0.268868723587524	-0.167994762155328
MTTP	4547	0.268868723587524	0.090647134539684
UNC79	57578	0.268868723587524	0.10781238457143
GALNT3	2591	0.268868723587524	-0.474442713916099
		0.268868723587524	0.429581581340138
		0.268868723587524	0.384713012968256
		0.268896583691341	0.666271355075963
		0.268896744317229	-0.141447938655328
LOC442028	442028	0.268988771846805	-0.171407634734694
THAP12	5612	0.268988771846805	-0.233361765222221
SMC5	23137	0.269010617586965	0.211870194959194
		0.269010617586965	-0.335823797747165
JMJD6	23210	0.269010617586965	-0.295303678481858
FSTL1	11167	0.269010617586965	0.400708899384354
		0.269010617586965	-0.140924161344671
SCUBE3	222663	0.26918772319488	-0.197079922394557
		0.269245497654383	-0.163231881153061
CACNA2D2	9254	0.269245497654383	-0.295854909997728
DACT2	168002	0.26932844265367	0.152278593877554
CHODL	140578	0.26932844265367	-0.206668140688207
ZNF117	51351	0.269368048572982	0.605832624431975
TFAP2C	7022	0.269425475447871	0.131546878147394
NEK5	341676	0.269629481534562	0.241079939964853
		0.269633773219573	0.274800683269849
RAP1B	5908	0.269633773219573	0.201825666961454
ATF1	466	0.269700469830659	-0.311385378824262
		0.269724078180262	-0.150432732403624
DDX3X	1654	0.269724653637997	0.362187288902497
GLTP	51228	0.269794550214661	-0.228911932002267
PODN	127435	0.26985410219257	-0.194736545400225
MARCH5	54708	0.269859335555211	0.242656173920636
SALL4	57167	0.269860167713004	0.188161265633786
		0.269887030464701	0.284355337223357
TMEM131	23505	0.269887030464701	-0.24160549011451
TTTY14	83869	0.269906386297253	0.240885624726759
OR2T11	127077	0.269949425179181	-0.238275044583901
C8orf44-SGK3///SGK3	100533105///23678	0.270099356620402	0.285346378079363
RBMY1J///RBMY1E///RBMY1D///RBMY1B///RBMY1A3P///RBMY1F///RBMY1A1	378951///378950///378949///378948///286557///159163///5940	0.270238136633752	-0.2358962542517
		0.270272434312947	0.225510896303859
THAP8	199745	0.270272434312947	-0.189978359668933
		0.270331262003427	-0.192549808497731
ADAMTS10	81794	0.270356310714443	-0.306508154283446
TPTE2P3	220115	0.270481766016802	-0.27631043024603
HERC4	26091	0.270583880162163	-0.299516894705214
EIF2AK3	9451	0.270627598285922	-0.492611641887755
PRY2///PRY	442862///9081	0.270746473009249	-0.301605556349206
		0.270746473009249	-0.202031847637182
PPP2R3B	28227	0.270746473009249	-0.167561465009067
PRNP	5621	0.270790295905657	0.392548160286848
CMTM2	146225	0.270790295905657	-0.675607545038548
		0.270796687952008	0.379854035909298
		0.270847280570895	-0.112952865091836
MYC	4609	0.270863600439509	0.712342950575966
		0.270863600439509	-0.164980905354875
		0.270863600439509	-0.432891119681403
TRIM26	7726	0.270870071076982	-0.286750730927437
		0.270997055318183	0.54768638187076
		0.27109743204541	0.159646209225624
ARHGDIA	396	0.271230368065609	0.260765017167802
		0.271263200555665	0.264445086954651
DLEU2	8847	0.2713641846731	0.62480053761905
		0.271372608236022	0.231372743043085
		0.271670206298777	-0.216358326005668
POLK	51426	0.271670206298777	0.282711196783445
APOL1	8542	0.271829894535546	-0.416590129475057
ARL17B///ARL17A///NBR2///NBR2	100506084///51326///10230///10230	0.271862433034895	-0.377225930888887
		0.271872419967634	0.375850432558957
ZP4	57829	0.271959999535253	0.123018575528346
RASGEF1A	221002	0.272006807864954	-0.29640807222789
		0.272112746871762	-0.320312428998866
TIGD6	81789	0.272128464753472	0.202315306962586
POLR2A	5430	0.272412602566556	0.206931877774375
FOLR3	2352	0.272489373480919	-0.628997682724487
SLC17A2	10246	0.272489373480919	-0.136548807907028
GC	2638	0.272513941766901	-0.0998702954625852
		0.272581117029842	-0.383251190701816
ZNF559-ZNF177///ZNF177	100529215///7730	0.272599867033409	-0.227165239335599
LCE3D	84648	0.272649441813375	0.252932159417234
		0.272692680953242	0.160740901374151
OR6C2	341416	0.272715392749324	0.0935930947539703
LINC00116	205251	0.272797999247718	-0.271817606659862
		0.272829480213405	0.244864021673476
SERF2-C15ORF63///SERF2	100529067///10169	0.272829480213405	0.17800550745238
CENPV	201161	0.272829480213405	0.375580594263039
PPP1R12A	4659	0.272829480213405	-0.364275615743761
SPATA2L	124044	0.272846002927308	-0.249520563763038
BSDC1	55108	0.272942700897234	0.174245854548754
		0.272963951734756	-0.122688453158728
PRR5L	79899	0.273062146125861	-0.472966307311787
C2orf73	129852	0.273082617809264	-0.115891292903628
		0.273082617809264	-0.240875787481858
DUX4	100288687	0.273195769324313	-0.261864046545353
ZNF702P	79986	0.273476930024317	0.211072735518141
CYP24A1	1591	0.273517490179403	-0.145306713721088
		0.273536902487978	0.150195858369616
		0.273619255813439	0.593278205383219
ZNF671	79891	0.273671929232005	-0.359285634217685
KIR2DS5///KIR2DS3///KIR2DS5///KIR2DS3	3810///3808///3810///3808	0.273687796419312	-0.238241682402494
		0.273687796419312	-0.192759540462585
		0.273751004849405	-0.244576781018139
SMIM19	114926	0.27378250680402	-0.355883573541949
NSF	4905	0.273804581783471	0.186321518200683
		0.273804581783471	-0.238393327616781
SMIM20	389203	0.273804581783471	-0.210623249488664
PALM	5064	0.273804581783471	0.228638469133785
KHK	3795	0.273812275206484	-0.158552717583897
LOC101927830///TMLHE-AS1	101927830///100507404	0.273812275206484	-0.200530158421768
		0.273812275206484	0.116222849129252
		0.273814776942099	-0.143682778196143
SGSM2	9905	0.273859243990876	-0.195055950775508
DCAKD	79877	0.273859243990876	0.320439186705218
		0.273859243990876	0.648840295975058
PEPD	5184	0.273859243990876	0.395548293143995
RBM12B	389677	0.273936796565885	0.315487170002269
NR4A1	3164	0.273939976118409	0.507720766360547
		0.274044107700538	-0.145681560851472
H19///RPS12	283120///6206	0.274100843428413	0.244794975873014
		0.274235285017578	-0.34632806753288
DHODH	1723	0.274236012274969	0.279510109631522
SETD9	133383	0.274340501634784	0.30712568690703
		0.274340501634784	-0.205321291213153
		0.274474458745217	-0.0856907618764167
CMSS1	84319	0.274474458745217	0.615667817790249
ZDHHC19	131540	0.274474458745217	-0.164136858334464
LRRC14B	389257	0.274474458745217	-0.166695334589567
MIR152	406943	0.274546828957654	-0.151200721513603
		0.274546828957654	0.403843481287982
TMEM132A	54972	0.274546828957654	-0.173494857116777
OR5V1	81696	0.274576848609644	-0.0976249374965965
		0.27471083610435	-0.327941932758502
NIP7	51388	0.274831397145114	0.268233776150795
		0.274831397145114	-0.171097060513605
HIC2	23119	0.274940038780274	0.221922737519274
FTH1P5///FTH1P3///FTH1	2509///2498///2495	0.274940038780274	-0.237573294546481
		0.275021086883783	-0.213428197659865
		0.275088120924785	-0.33365207470748
		0.275329235927697	-0.140698583607707
EBI3	10148	0.275412123308548	-0.258620571358277
STK39	27347	0.275412123308548	0.328834038555556
TXNL1	9352	0.275412123308548	0.161277370390026
		0.275418109028806	-0.239021396447845
CD84	8832	0.275437103147613	0.400137962722225
		0.275449912561447	-0.220262611421769
NUDCD3	23386	0.275528391077192	-0.235564637945576
C1D	10438	0.275559719277965	0.327869859494332
COL6A1	1291	0.275646858926516	-0.235422610699547
TNFRSF17	608	0.275696408225016	-0.624025378339002
RPS4Y2	140032	0.275696408225016	-0.25906020071542
TACSTD2	4070	0.275744124553325	0.221289792232429
ITPK1	3705	0.275834704244384	-0.517948402229024
HDGFRP3	50810	0.275898357620766	0.419854766266439
PRG4	10216	0.276003236957698	-0.178406003690475
		0.276096356320559	-0.132646601462584
CEACAM20	125931	0.276214542378534	-0.138304571654194
A4GALT	53947	0.276298024886861	0.236101336501137
RRS1	23212	0.276596058366269	0.37007017517007
		0.276613241407825	-0.157706488573695
		0.276642869610109	0.1512158230805
		0.276642869610109	-0.249612631858275
DDR1	780	0.276676773000482	-0.411031166272108
		0.276718295688912	-0.208497616908161
		0.276718295688912	-0.145671826019274
		0.276718295688912	-0.27927011732653
PDGFA	5154	0.276728876255948	0.199563847370749
		0.276810249590433	0.248590346079371
SOX15	6665	0.276892320729772	-0.170922667058955
		0.276892320729772	-0.369083831929705
		0.276938419754466	0.142492459704082
RAD21L1	642636	0.277141973219859	-0.0882878458775496
		0.27741909852063	-0.214499064832198
LIMK2	3985	0.27741909852063	-0.633151619339
BBS4	585	0.277518910443311	-0.321190875844672
MYOD1	4654	0.277559738974617	0.153013332156466
NADK	65220	0.277688757488463	-0.580872758329932
PMS2	5395	0.277940975012338	0.245599854541955
		0.277958438361566	-0.148543594873015
VWA2	340706	0.278098152872026	-0.159148172777778
		0.278114162392509	-0.122094640238087
POMT2	29954	0.278157392558994	0.22928059114286
		0.278203682449366	0.519851195121315
LOC100128035	100128035	0.278203682449366	-0.164208169608843
		0.278204656125252	0.155950444700682
		0.278204656125252	-0.32429987754535
SPTLC1	10558	0.278204656125252	0.241197733402498
		0.278216610845489	-0.387431088791383
		0.278221593708374	0.256208888147393
		0.278283080753271	0.112877479851474
KHDRBS3	10656	0.278417856591487	0.274888768900228
TMEM184B	25829	0.278417856591487	-0.35406342138662
		0.278504829589647	0.425913817366212
MIR130B	406920	0.278565370428436	-0.211151034409296
CD200R1L	344807	0.278565370428436	-0.139949185141723
PRNT	149830	0.278565370428436	-0.164058857649657
		0.278610525583058	-0.276639128160997
HACD4	401494	0.278610525583058	0.488553226614517
RCE1	9986	0.278660519124178	-0.157262717183667
HLA-C///HLA-B///HLA-A///HLA-B///HLA-A	3107///3106///3105///3106///3105	0.278777087473407	0.298895643473926
CDCP2	200008	0.278815370323043	-0.170747319573695
FAM208A	23272	0.278860114865297	-0.266853348746029
		0.278977960134947	0.292417584188208
		0.279004302902796	-0.341598893768708
EGFLAM	133584	0.279087476568392	-0.128069015993197
AGBL4	84871	0.279094564697286	0.143889926476191
		0.279207369952864	0.0713032346644003
		0.279217801189805	-0.258201266286847
DNAJC14	85406	0.2792692298195	0.155098909165535
ADGRL4	64123	0.279272711856403	-0.070488184982993
ROPN1L	83853	0.279286782130506	-0.773177525612243
PTPRZ1	5803	0.279286782130506	-0.098529134824263
		0.279286782130506	-0.285057585594102
P2RX3	5024	0.279286782130506	-0.196806251436507
		0.279286782130506	-0.210900157900227
LOC100132731	100132731	0.27938333456986	-0.470801278336734
PUF60	22827	0.279431185579922	0.210694719909299
		0.279540673364439	-0.269542318970522
		0.279615733903851	-0.139621469230158
CYP4B1	1580	0.279634069038586	-0.14999685054875
ZNF687	57592	0.279720929479704	-0.22322256706576
CHFR	55743	0.279723566140169	-0.21333086132426
		0.279724775450159	0.2127476245771
		0.279726435668405	-0.241439801105441
		0.279816934432244	0.161504341511338
		0.279872149240782	-0.19928024596485
		0.27987854138558	-0.172332392522675
RIMBP3	85376	0.279926608904337	-0.215669733231294
OPN1MW2///OPN1LW///OPN1MW	728458///5956///2652	0.280024654607769	-0.132497823230159
		0.280024654607769	-0.0989038889104306
BEST2	54831	0.280060176350606	-0.138436333017005
SLC47A2	146802	0.280172486041889	-0.150144925879816
CLEC4E	26253	0.280196167561206	-1.21990792082199
CFAP36	112942	0.28027180571417	0.391223690256238
FLRT1	23769	0.28027180571417	-0.241909470562357
		0.280305565772505	-0.471424402405897
EIF4H	7458	0.280312722690426	0.321203843696146
MIR142	406934	0.280312722690426	-0.56341601151474
GOT1	2805	0.280393611228764	0.4869190899025
PIGV	55650	0.280404995591629	0.215773459659864
UBE2J2	118424	0.280404995591629	-0.194869738165534
		0.280429840900488	-0.134533255044218
FLJ32742	439944	0.280437872311979	-0.256237124619047
CPED1	79974	0.280437872311979	0.543678744112246
SPAG1	6674	0.280437872311979	-0.423091842649655
		0.280437872311979	0.356382832020407
DLX1	1745	0.280437872311979	-0.213440377002266
OR2AE1	81392	0.280437872311979	-0.157807531631518
		0.28049222925703	-0.100968137208616
AMBP	259	0.280520766992482	-0.193477561089569
ICAM5	7087	0.280578039391589	0.238873655547618
		0.280678501646077	-0.266966531794783
ZNRF3-AS1	100874123	0.280756383818853	-0.167757091628116
		0.280791746046972	-0.322830068277777
		0.280885358604028	0.347315133852608
		0.280885358604028	0.328348188892289
ATF4	468	0.280896128933058	-0.260927184057822
PYM1	84305	0.28114907914138	-0.191726952438771
RP2	6102	0.28114907914138	0.501831519239231
		0.281211900383369	-0.171134029815194
UEVLD	55293	0.281258395287885	-0.249500667054421
NMUR2	56923	0.281471738917003	0.157687717071431
		0.281509279394268	-0.154827722998864
C21orf91	54149	0.281509279394268	-0.316120029763037
